transaction_id,account_id,customer_id,txn_date,txn_time,txn_type,channel,description,counterparty_name,counterparty_bank,counterparty_country,amount,running_balance,is_alerted,alert_id
TXN-000599,ACC-0014,CUST-0005,2025-06-26,01:21:01,Cash Deposit,Branch,Cash Deposit,,,USA,8940.13,485328.68,true,ALERT-2025-00364
TXN-000600,ACC-0013,CUST-0005,2025-06-26,02:03:42,Cash Deposit,Branch,Cash Deposit,,,USA,9383.74,336681.48,true,ALERT-2025-00385
TXN-000601,ACC-0013,CUST-0005,2025-06-27,01:58:53,Cash Deposit,Branch,Cash Deposit,,,USA,8677.80,345359.28,true,ALERT-2025-00380
TXN-000602,ACC-0014,CUST-0005,2025-06-28,01:11:50,Cash Deposit,Branch,Cash Deposit,,,USA,40220.02,525548.70,true,ALERT-2025-00383
TXN-000603,ACC-0014,CUST-0005,2025-06-28,02:19:07,Cash Deposit,Branch,Cash Deposit,,,USA,9760.53,535309.23,true,ALERT-2025-00371
TXN-000604,ACC-0013,CUST-0005,2025-06-28,02:41:21,Cash Deposit,Branch,Cash Deposit,,,USA,9549.97,354909.25,true,ALERT-2025-00398
TXN-000605,ACC-0014,CUST-0005,2025-06-29,01:23:57,Cash Deposit,Branch,Cash Deposit,,,USA,8833.96,544143.19,true,ALERT-2025-00386
TXN-000606,ACC-0015,CUST-0005,2025-06-29,12:57:46,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Atlantic Correspondent Bank,USA,69863.60,342786.78,true,ALERT-2025-00400
TXN-000607,ACC-0013,CUST-0005,2025-07-01,02:03:18,Cash Deposit,Branch,Cash Deposit,,,USA,29322.47,384231.72,true,ALERT-2025-00391
TXN-000608,ACC-0050,CUST-0018,2025-07-01,12:39:41,ACH Debit,Online,Tax or Insurance Payment,Treasury Services Clearing,First National Bank — US,USA,15593.36,143656.15,false,
TXN-000609,ACC-0018,CUST-0007,2025-07-01,14:16:40,Wire Debit,Wire,International Wire Transfer,Cap-Haitien Goods Depot,Haiti Commercial Bank,Haiti,32851.83,200397.10,true,ALERT-2025-00406
TXN-000610,ACC-0013,CUST-0005,2025-07-02,01:29:52,Cash Deposit,Branch,Cash Deposit,,,USA,9638.55,393870.27,true,ALERT-2025-00396
TXN-000611,ACC-0014,CUST-0005,2025-07-02,02:30:31,Cash Deposit,Branch,Cash Deposit,,,USA,8582.68,552725.87,true,ALERT-2025-00399
TXN-000612,ACC-0016,CUST-0006,2025-07-02,08:23:41,ACH Debit,ACH,Utility Payment,Green Electric Utility,Metro Utility Bank,USA,142.21,8887.36,false,
TXN-000613,ACC-0016,CUST-0006,2025-07-02,15:14:38,Cash Deposit,Branch,Cash Deposit,,,USA,9604.74,18492.10,true,ALERT-2025-00401
TXN-000614,ACC-0020,CUST-0008,2025-07-02,15:36:25,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Gateway National Bank,USA,76347.66,773545.86,true,ALERT-2025-00414
TXN-000615,ACC-0014,CUST-0005,2025-07-03,01:23:28,Cash Deposit,Branch,Cash Deposit,,,USA,8617.80,561343.67,true,ALERT-2025-00395
TXN-000616,ACC-0013,CUST-0005,2025-07-03,02:44:04,Cash Deposit,Branch,Cash Deposit,,,USA,33735.73,427606.00,true,ALERT-2025-00389
TXN-000617,ACC-0020,CUST-0008,2025-07-03,08:26:08,Wire Debit,Wire,International Wire Transfer,Karachi Textile Mart,Karachi Mercantile Bank,Pakistan,46939.46,726606.40,true,ALERT-2025-00417
TXN-000618,ACC-0021,CUST-0008,2025-07-03,11:46:01,Cash Deposit,Branch,Cash Deposit,,,USA,9128.76,55586.62,true,ALERT-2025-00413
TXN-000619,ACC-0020,CUST-0008,2025-07-03,14:00:04,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Continental Trust Bank,USA,12631.86,713974.54,true,ALERT-2025-00412
TXN-000620,ACC-0030,CUST-0013,2025-07-04,08:56:36,ACH Credit,ACH,Client Invoice Payment,Client Invoice Payment,Gateway National Bank,USA,70190.02,450678.74,false,
TXN-000621,ACC-0016,CUST-0006,2025-07-04,09:06:34,Cash Deposit,Branch,Cash Deposit,,,USA,9268.91,27761.01,true,ALERT-2025-00403
TXN-000622,ACC-0020,CUST-0008,2025-07-04,11:21:05,Cash Deposit,Branch,Cash Deposit,,,USA,8595.75,722570.29,true,ALERT-2025-00426
TXN-000623,ACC-0016,CUST-0006,2025-07-04,11:43:45,Cash Deposit,Branch,Cash Deposit,,,USA,9207.64,36968.65,true,ALERT-2025-00402
TXN-000624,ACC-0018,CUST-0007,2025-07-04,15:15:26,ACH Credit,ACH,Monthly Salary Credit,Bennett Cardiology PLLC,Payroll Clearing Bank,USA,17034.57,217431.67,false,
TXN-000625,ACC-0014,CUST-0005,2025-07-05,02:54:48,Cash Deposit,Branch,Cash Deposit,,,USA,29966.88,591310.55,true,ALERT-2025-00392
TXN-000626,ACC-0053,CUST-0020,2025-07-05,12:14:26,ACH Credit,ACH,Client Invoice Payment,Client Invoice Payment,Gateway National Bank,USA,33690.98,322871.71,false,
TXN-000627,ACC-0020,CUST-0008,2025-07-05,16:19:06,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Atlantic Correspondent Bank,USA,10623.24,711947.05,true,ALERT-2025-00419
TXN-000628,ACC-0018,CUST-0007,2025-07-05,17:36:40,Wire Debit,Wire,International Wire Transfer,Sanaa Export House,Sanaa Exchange Bank,Yemen,76170.36,141261.31,true,ALERT-2025-00408
TXN-000629,ACC-0014,CUST-0005,2025-07-06,02:12:02,Cash Deposit,Branch,Cash Deposit,,,USA,29462.93,620773.48,true,ALERT-2025-00394
TXN-000630,ACC-0020,CUST-0008,2025-07-06,10:04:09,Wire Debit,Wire,International Wire Transfer,Shwe Mandalay Imports,Yangon Commercial Bank,Myanmar,46679.66,665267.39,true,ALERT-2025-00432
TXN-000631,ACC-0020,CUST-0008,2025-07-06,11:03:43,Wire Debit,Wire,International Wire Transfer,Taiz General Trading,Sanaa Exchange Bank,Yemen,40013.44,625253.95,true,ALERT-2025-00433
TXN-000632,ACC-0007,CUST-0003,2025-07-06,11:49:39,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,233.97,449923.48,false,
TXN-000633,ACC-0016,CUST-0006,2025-07-06,14:02:34,Cash Deposit,Branch,Cash Deposit,,,USA,9074.68,46043.33,true,ALERT-2025-00404
TXN-000634,ACC-0018,CUST-0007,2025-07-07,08:02:07,Wire Debit,Wire,International Wire Transfer,Sanaa Export House,Sanaa Exchange Bank,Yemen,46574.19,94687.12,true,ALERT-2025-00407
TXN-000635,ACC-0020,CUST-0008,2025-07-07,12:35:04,Wire Debit,Wire,International Wire Transfer,Horizon Haiti Trading,Haiti Commercial Bank,Haiti,74980.38,550273.57,true,ALERT-2025-00415
TXN-000636,ACC-0022,CUST-0009,2025-07-08,09:51:24,Cash Deposit,Branch,Cash Deposit,,,USA,30956.37,182140.99,true,ALERT-2025-00443
TXN-000637,ACC-0020,CUST-0008,2025-07-08,10:57:38,Wire Debit,Wire,International Wire Transfer,Shwe Mandalay Imports,Mandalay Trade Bank,Myanmar,22479.62,527793.95,true,ALERT-2025-00430
TXN-000638,ACC-0020,CUST-0008,2025-07-08,12:47:35,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,80249.75,447544.20,true,ALERT-2025-00416
TXN-000639,ACC-0022,CUST-0009,2025-07-08,13:21:29,Cash Deposit,Branch,Cash Deposit,,,USA,9236.38,191377.37,true,ALERT-2025-00446
TXN-000640,ACC-0020,CUST-0008,2025-07-09,10:25:55,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Gateway National Bank,USA,85456.87,362087.33,true,ALERT-2025-00438
TXN-000641,ACC-0041,CUST-0016,2025-07-09,12:07:20,ACH Debit,ACH,Payroll Payment,Payroll Processing Co,First National Bank — US,USA,44506.95,2000.00,false,
TXN-000642,ACC-0021,CUST-0008,2025-07-09,12:42:37,Cash Deposit,Branch,Cash Deposit,,,USA,8559.77,64146.39,true,ALERT-2025-00423
TXN-000643,ACC-0020,CUST-0008,2025-07-10,08:20:47,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Atlantic Correspondent Bank,USA,11081.49,351005.84,true,ALERT-2025-00439
TXN-000644,ACC-0020,CUST-0008,2025-07-11,08:18:24,Cash Deposit,Branch,Cash Deposit,,,USA,8838.67,359844.51,true,ALERT-2025-00411
TXN-000645,ACC-0022,CUST-0009,2025-07-11,08:34:11,Cash Deposit,Branch,Cash Deposit,,,USA,42805.03,234182.40,true,ALERT-2025-00445
TXN-000646,ACC-0022,CUST-0009,2025-07-11,14:09:37,Cash Deposit,Branch,Cash Deposit,,,USA,9789.88,243972.28,true,ALERT-2025-00448
TXN-000647,ACC-0020,CUST-0008,2025-07-11,15:53:25,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,77079.10,282765.41,true,ALERT-2025-00435
TXN-000648,ACC-0018,CUST-0007,2025-07-11,17:11:26,Wire Debit,Wire,International Wire Transfer,Orontes Market Co,Damascus Mercantile Bank,Syria,60591.29,34095.83,true,ALERT-2025-00409
TXN-000649,ACC-0020,CUST-0008,2025-07-12,11:41:47,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Gateway National Bank,USA,52829.63,229935.78,true,ALERT-2025-00418
TXN-000650,ACC-0020,CUST-0008,2025-07-12,12:31:12,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Continental Trust Bank,USA,11452.11,218483.67,true,ALERT-2025-00436
TXN-000651,ACC-0020,CUST-0008,2025-07-12,12:53:44,Cash Deposit,Branch,Cash Deposit,,,USA,8828.81,227312.48,true,ALERT-2025-00422
TXN-000652,ACC-0020,CUST-0008,2025-07-12,14:30:15,Cash Deposit,Branch,Cash Deposit,,,USA,9009.02,236321.50,true,ALERT-2025-00420
TXN-000653,ACC-0020,CUST-0008,2025-07-12,16:35:32,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Gateway National Bank,USA,80572.10,155749.40,true,ALERT-2025-00427
TXN-000654,ACC-0021,CUST-0008,2025-07-12,17:15:10,Cash Deposit,Branch,Cash Deposit,,,USA,9010.89,73157.28,true,ALERT-2025-00421
TXN-000655,ACC-0022,CUST-0009,2025-07-13,11:37:08,Card Debit,Online,Online Purchase,NorthStar Online Retail,Metro Regional Bank,USA,299.41,243672.87,false,
TXN-000656,ACC-0021,CUST-0008,2025-07-13,13:32:41,Cash Deposit,Branch,Cash Deposit,,,USA,9075.06,82232.34,true,ALERT-2025-00428
TXN-000657,ACC-0022,CUST-0009,2025-07-14,10:04:07,Cash Deposit,Branch,Cash Deposit,,,USA,8914.88,252587.75,true,ALERT-2025-00469
TXN-000658,ACC-0023,CUST-0009,2025-07-14,10:33:08,Cash Deposit,Branch,Cash Deposit,,,USA,9119.07,56814.76,true,ALERT-2025-00459
TXN-000659,ACC-0023,CUST-0009,2025-07-14,10:56:46,Cash Deposit,Branch,Cash Deposit,,,USA,8738.77,65553.53,true,ALERT-2025-00447
TXN-000660,ACC-0020,CUST-0008,2025-07-14,11:15:22,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Gateway National Bank,USA,84209.95,71539.45,true,ALERT-2025-00429
TXN-000661,ACC-0022,CUST-0009,2025-07-14,11:29:07,Cash Deposit,Branch,Cash Deposit,,,USA,9667.26,262255.01,true,ALERT-2025-00467
TXN-000662,ACC-0022,CUST-0009,2025-07-14,13:10:09,Cash Deposit,Branch,Cash Deposit,,,USA,42567.91,304822.92,true,ALERT-2025-00457
TXN-000663,ACC-0022,CUST-0009,2025-07-14,13:44:29,Cash Deposit,Branch,Cash Deposit,,,USA,9449.49,314272.41,true,ALERT-2025-00441
TXN-000664,ACC-0024,CUST-0010,2025-07-15,12:03:28,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Continental Trust Bank,USA,53495.27,228892.06,true,ALERT-2025-00474
TXN-000665,ACC-0022,CUST-0009,2025-07-15,12:17:25,Wire Debit,Wire,International Wire Transfer,Aung Min Trading,Mandalay Trade Bank,Myanmar,44475.55,269796.86,true,ALERT-2025-00465
TXN-000666,ACC-0023,CUST-0009,2025-07-15,16:33:54,Cash Deposit,Branch,Cash Deposit,,,USA,30352.21,95905.74,true,ALERT-2025-00444
TXN-000667,ACC-0023,CUST-0009,2025-07-15,17:42:35,Cash Deposit,Branch,Cash Deposit,,,USA,9766.95,105672.69,true,ALERT-2025-00442
TXN-000668,ACC-0024,CUST-0010,2025-07-16,11:38:07,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Continental Trust Bank,USA,73015.53,155876.53,true,ALERT-2025-00473
TXN-000669,ACC-0023,CUST-0009,2025-07-16,15:14:27,Cash Deposit,Branch,Cash Deposit,,,USA,9552.14,115224.83,true,ALERT-2025-00470
TXN-000670,ACC-0015,CUST-0005,2025-07-17,10:37:33,ATM Withdrawal,ATM,ATM Withdrawal,City ATM Network,First National Bank — US,USA,199.14,342587.64,false,
TXN-000671,ACC-0027,CUST-0011,2025-07-17,16:29:58,Cash Deposit,Branch,Cash Deposit,,,USA,38328.36,170450.92,true,ALERT-2025-00477
TXN-000672,ACC-0024,CUST-0010,2025-07-17,16:45:08,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Atlantic Correspondent Bank,USA,52395.77,103480.76,true,ALERT-2025-00475
TXN-000673,ACC-0022,CUST-0009,2025-07-18,10:40:43,Cash Deposit,Branch,Cash Deposit,,,USA,8828.06,278624.92,true,ALERT-2025-00450
TXN-000674,ACC-0006,CUST-0002,2025-07-18,13:15:07,ATM Withdrawal,ATM,ATM Withdrawal,City ATM Network,First National Bank — US,USA,304.30,477317.20,false,
TXN-000675,ACC-0022,CUST-0009,2025-07-19,10:13:54,Wire Debit,Wire,International Wire Transfer,Isfahan Merchant House,Tehran Commerce Bank,Iran,55304.28,223320.64,true,ALERT-2025-00462
TXN-000676,ACC-0027,CUST-0011,2025-07-19,10:44:00,Cash Deposit,Branch,Cash Deposit,,,USA,9606.49,180057.41,true,ALERT-2025-00487
TXN-000677,ACC-0012,CUST-0004,2025-07-19,11:02:33,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,150.10,157090.69,false,
TXN-000678,ACC-0023,CUST-0009,2025-07-19,12:48:20,Cash Deposit,Branch,Cash Deposit,,,USA,8619.98,123844.81,true,ALERT-2025-00456
TXN-000679,ACC-0027,CUST-0011,2025-07-19,14:15:56,Cash Deposit,Branch,Cash Deposit,,,USA,9340.56,189397.97,true,ALERT-2025-00480
TXN-000680,ACC-0024,CUST-0010,2025-07-19,15:37:53,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Gateway National Bank,USA,81690.45,21790.31,true,ALERT-2025-00471
TXN-000681,ACC-0028,CUST-0012,2025-07-19,16:08:44,ACH Credit,ACH,Monthly Salary Credit,Stone Legal PLLC,Payroll Clearing Bank,USA,14885.52,1448256.11,false,
TXN-000682,ACC-0023,CUST-0009,2025-07-20,11:27:10,Cash Deposit,Branch,Cash Deposit,,,USA,9614.01,133458.82,true,ALERT-2025-00468
TXN-000683,ACC-0027,CUST-0011,2025-07-20,11:56:06,Cash Deposit,Branch,Cash Deposit,,,USA,8791.48,198189.45,true,ALERT-2025-00481
TXN-000684,ACC-0022,CUST-0009,2025-07-20,12:06:16,Cash Deposit,Branch,Cash Deposit,,,USA,9237.81,232558.45,true,ALERT-2025-00463
TXN-000685,ACC-0023,CUST-0009,2025-07-20,15:54:42,Cash Deposit,Branch,Cash Deposit,,,USA,9493.42,142952.24,true,ALERT-2025-00451
TXN-000686,ACC-0022,CUST-0009,2025-07-21,08:15:36,Wire Debit,Wire,International Wire Transfer,Lahore Machinery Works,Lahore Exchange Bank,Pakistan,50548.89,182009.56,true,ALERT-2025-00460
TXN-000687,ACC-0027,CUST-0011,2025-07-21,10:37:37,Cash Deposit,Branch,Cash Deposit,,,USA,8555.46,206744.91,true,ALERT-2025-00478
TXN-000688,ACC-0027,CUST-0011,2025-07-21,10:45:57,Cash Deposit,Branch,Cash Deposit,,,USA,24575.28,231320.19,true,ALERT-2025-00496
TXN-000689,ACC-0022,CUST-0009,2025-07-21,15:46:41,Wire Debit,Wire,International Wire Transfer,Kaveh Mohammadi,Tehran Commerce Bank,Iran,24630.85,157378.71,true,ALERT-2025-00461
TXN-000690,ACC-0022,CUST-0009,2025-07-21,17:43:40,Cash Deposit,Branch,Cash Deposit,,,USA,9880.48,167259.19,true,ALERT-2025-00458
TXN-000691,ACC-0027,CUST-0011,2025-07-22,09:39:43,Cash Deposit,Branch,Cash Deposit,,,USA,9220.05,240540.24,true,ALERT-2025-00482
TXN-000692,ACC-0027,CUST-0011,2025-07-22,12:01:21,Cash Deposit,Branch,Cash Deposit,,,USA,29704.04,270244.28,true,ALERT-2025-00495
TXN-000693,ACC-0027,CUST-0011,2025-07-22,15:55:51,Cash Deposit,Branch,Cash Deposit,,,USA,9589.05,279833.33,true,ALERT-2025-00499
TXN-000694,ACC-0027,CUST-0011,2025-07-23,09:44:39,Cash Deposit,Branch,Cash Deposit,,,USA,8599.64,288432.97,true,ALERT-2025-00483
TXN-000695,ACC-0051,CUST-0019,2025-07-23,09:45:30,ACH Debit,Online,Tax or Insurance Payment,Treasury Services Clearing,First National Bank — US,USA,17994.83,99675.46,false,
TXN-000696,ACC-0027,CUST-0011,2025-07-23,10:16:19,Cash Deposit,Branch,Cash Deposit,,,USA,8769.63,297202.60,true,ALERT-2025-00489
TXN-000697,ACC-0027,CUST-0011,2025-07-23,10:25:18,Cash Deposit,Branch,Cash Deposit,,,USA,44095.59,341298.19,true,ALERT-2025-00479
TXN-000698,ACC-0027,CUST-0011,2025-07-23,13:52:37,Cash Deposit,Branch,Cash Deposit,,,USA,9509.15,350807.34,true,ALERT-2025-00497
TXN-000699,ACC-0023,CUST-0009,2025-07-23,13:54:17,Cash Deposit,Branch,Cash Deposit,,,USA,8677.61,151629.85,true,ALERT-2025-00466
TXN-000700,ACC-0028,CUST-0012,2025-07-23,16:11:10,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Gateway National Bank,USA,67205.91,1381050.20,true,ALERT-2025-00508
TXN-000701,ACC-0021,CUST-0008,2025-07-23,16:25:00,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,2365.36,79866.98,false,
TXN-000702,ACC-0047,CUST-0017,2025-07-24,08:16:12,ACH Debit,ACH,Commercial Rent Payment,Commercial Property Services,Atlantic Correspondent Bank,USA,25327.07,1709238.60,false,
TXN-000703,ACC-0027,CUST-0011,2025-07-24,11:57:32,Cash Deposit,Branch,Cash Deposit,,,USA,8710.39,359517.73,true,ALERT-2025-00504
TXN-000704,ACC-0027,CUST-0011,2025-07-24,12:26:01,ACH Credit,ACH,Monthly Salary Credit,ONeill Auto Group,Payroll Clearing Bank,USA,13346.03,372863.76,false,
TXN-000705,ACC-0027,CUST-0011,2025-07-24,15:32:01,Cash Deposit,Branch,Cash Deposit,,,USA,32368.22,405231.98,true,ALERT-2025-00492
TXN-000706,ACC-0027,CUST-0011,2025-07-25,08:06:23,Cash Deposit,Branch,Cash Deposit,,,USA,8906.73,414138.71,true,ALERT-2025-00501
TXN-000707,ACC-0027,CUST-0011,2025-07-25,09:48:12,Cash Deposit,Branch,Cash Deposit,,,USA,8878.66,423017.37,true,ALERT-2025-00486
TXN-000708,ACC-0028,CUST-0012,2025-07-25,13:49:36,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Atlantic Correspondent Bank,USA,62093.04,1318957.16,true,ALERT-2025-00511
TXN-000709,ACC-0028,CUST-0012,2025-07-25,14:11:56,Wire Debit,Wire,International Wire Transfer,Shwe Mandalay Imports,Mandalay Trade Bank,Myanmar,37147.63,1281809.53,true,ALERT-2025-00509
TXN-000710,ACC-0027,CUST-0011,2025-07-25,15:12:48,Cash Deposit,Branch,Cash Deposit,,,USA,9089.57,432106.94,true,ALERT-2025-00498
TXN-000711,ACC-0027,CUST-0011,2025-07-25,17:31:46,Cash Deposit,Branch,Cash Deposit,,,USA,8911.65,441018.59,true,ALERT-2025-00502
TXN-000712,ACC-0027,CUST-0011,2025-07-26,10:17:53,Cash Deposit,Branch,Cash Deposit,,,USA,9356.40,450374.99,true,ALERT-2025-00488
TXN-000713,ACC-0027,CUST-0011,2025-07-26,11:42:06,Cash Deposit,Branch,Cash Deposit,,,USA,40157.00,490531.99,true,ALERT-2025-00505
TXN-000714,ACC-0027,CUST-0011,2025-07-26,12:53:19,Cash Deposit,Branch,Cash Deposit,,,USA,31313.54,521845.53,true,ALERT-2025-00490
TXN-000715,ACC-0027,CUST-0011,2025-07-27,13:37:02,Cash Deposit,Branch,Cash Deposit,,,USA,38960.29,560805.82,true,ALERT-2025-00493
TXN-000716,ACC-0028,CUST-0012,2025-07-27,16:15:31,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Metro Regional Bank,USA,39602.26,1242207.27,true,ALERT-2025-00516
TXN-000717,ACC-0028,CUST-0012,2025-07-28,09:00:43,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Metro Regional Bank,USA,73543.55,1168663.72,true,ALERT-2025-00512
TXN-000718,ACC-0034,CUST-0014,2025-07-28,12:20:23,ACH Debit,ACH,Commercial Rent Payment,Commercial Property Services,Atlantic Correspondent Bank,USA,15707.17,279125.16,false,
TXN-000719,ACC-0028,CUST-0012,2025-07-30,11:27:01,Wire Debit,Wire,International Wire Transfer,Caribbean Relief Logistics,Port-au-Prince Bank,Haiti,62408.53,1106255.19,true,ALERT-2025-00524
TXN-000720,ACC-0028,CUST-0012,2025-07-30,12:25:44,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,28308.05,1077947.14,true,ALERT-2025-00525
TXN-000721,ACC-0027,CUST-0011,2025-07-30,15:48:06,Cash Deposit,Branch,Cash Deposit,,,USA,9627.59,570433.41,true,ALERT-2025-00500
TXN-000722,ACC-0028,CUST-0012,2025-07-31,09:25:11,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Atlantic Correspondent Bank,USA,12807.43,1065139.71,true,ALERT-2025-00507
TXN-000723,ACC-0028,CUST-0012,2025-07-31,09:49:50,Wire Debit,Wire,International Wire Transfer,Shwe Mandalay Imports,Yangon Commercial Bank,Myanmar,66358.04,998781.67,true,ALERT-2025-00523
TXN-000724,ACC-0028,CUST-0012,2025-07-31,10:33:31,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Gateway National Bank,USA,66867.06,931914.61,true,ALERT-2025-00515
TXN-000725,ACC-0028,CUST-0012,2025-07-31,13:18:46,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Metro Regional Bank,USA,17534.78,914379.83,true,ALERT-2025-00517
TXN-000726,ACC-0028,CUST-0012,2025-07-31,15:28:12,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Gateway National Bank,USA,40711.46,873668.37,true,ALERT-2025-00522
TXN-000727,ACC-0044,CUST-0017,2025-08-01,09:20:17,Wire Debit,Wire,Supplier Payment,Supplier Payment Clearing,Continental Trust Bank,USA,16182.93,3487766.29,false,
TXN-000728,ACC-0016,CUST-0006,2025-08-01,17:13:50,Card Debit,Online,Online Purchase,NorthStar Online Retail,Metro Regional Bank,USA,177.97,45865.36,false,
TXN-000729,ACC-0028,CUST-0012,2025-08-02,08:39:14,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Metro Regional Bank,USA,91832.95,781835.42,true,ALERT-2025-00527
TXN-000730,ACC-0028,CUST-0012,2025-08-02,12:46:55,Wire Debit,Wire,International Wire Transfer,Caribbean Relief Logistics,Haiti Commercial Bank,Haiti,53947.57,727887.85,true,ALERT-2025-00518
TXN-000731,ACC-0028,CUST-0012,2025-08-02,16:08:21,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Atlantic Correspondent Bank,USA,78965.75,648922.10,true,ALERT-2025-00519
TXN-000732,ACC-0028,CUST-0012,2025-08-03,10:24:49,Wire Debit,Wire,International Wire Transfer,Isfahan Merchant House,Tehran Commerce Bank,Iran,67736.80,581185.30,true,ALERT-2025-00513
TXN-000733,ACC-0021,CUST-0008,2025-08-04,11:25:59,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,3498.94,76368.04,false,
TXN-000734,ACC-0027,CUST-0011,2025-08-04,13:20:12,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,61.82,570371.59,false,
TXN-000735,ACC-0032,CUST-0013,2025-08-04,15:07:32,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,1114.89,266294.21,false,
TXN-000736,ACC-0028,CUST-0012,2025-08-04,15:39:19,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Metro Regional Bank,USA,25472.65,555712.65,true,ALERT-2025-00514
TXN-000737,ACC-0029,CUST-0012,2025-08-05,10:26:41,ACH Debit,ACH,Utility Payment,Green Electric Utility,Metro Utility Bank,USA,114.30,141052.00,false,
TXN-000738,ACC-0028,CUST-0012,2025-08-05,17:09:14,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Atlantic Correspondent Bank,USA,70629.18,485083.47,true,ALERT-2025-00534
TXN-000739,ACC-0028,CUST-0012,2025-08-05,17:58:09,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Continental Trust Bank,USA,52386.14,432697.33,true,ALERT-2025-00526
TXN-000740,ACC-0030,CUST-0013,2025-08-06,13:40:48,Cash Deposit,Branch,Cash Deposit,,,USA,8608.20,459286.94,true,ALERT-2025-00538
TXN-000741,ACC-0028,CUST-0012,2025-08-07,08:40:38,Wire Debit,Wire,International Wire Transfer,Sanaa Export House,Aden Commercial Bank,Yemen,66461.05,366236.28,true,ALERT-2025-00528
TXN-000742,ACC-0030,CUST-0013,2025-08-07,09:54:15,Cash Deposit,Branch,Cash Deposit,,,USA,32037.20,491324.14,true,ALERT-2025-00540
TXN-000743,ACC-0028,CUST-0012,2025-08-07,15:54:39,Wire Debit,Wire,International Wire Transfer,Orontes Market Co,Damascus Mercantile Bank,Syria,27862.38,338373.90,true,ALERT-2025-00532
TXN-000744,ACC-0030,CUST-0013,2025-08-08,12:59:58,Cash Deposit,Branch,Cash Deposit,,,USA,39287.92,530612.06,true,ALERT-2025-00536
TXN-000745,ACC-0028,CUST-0012,2025-08-08,15:10:56,Wire Debit,Wire,International Wire Transfer,Kaveh Mohammadi,Tehran Commerce Bank,Iran,30175.03,308198.87,true,ALERT-2025-00531
TXN-000746,ACC-0031,CUST-0013,2025-08-08,16:12:11,Cash Deposit,Branch,Cash Deposit,,,USA,29142.78,302716.00,true,ALERT-2025-00543
TXN-000747,ACC-0028,CUST-0012,2025-08-09,13:13:18,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Atlantic Correspondent Bank,USA,20305.48,287893.39,true,ALERT-2025-00530
TXN-000748,ACC-0028,CUST-0012,2025-08-09,17:22:54,Wire Debit,Wire,International Wire Transfer,Damascus General Trading,Damascus Mercantile Bank,Syria,31636.86,256256.53,true,ALERT-2025-00529
TXN-000749,ACC-0031,CUST-0013,2025-08-10,08:25:10,Cash Deposit,Branch,Cash Deposit,,,USA,8537.94,311253.94,true,ALERT-2025-00545
TXN-000750,ACC-0032,CUST-0013,2025-08-10,12:17:02,Cash Deposit,Branch,Cash Deposit,,,USA,9825.33,276119.54,true,ALERT-2025-00547
