case_id,note_text,analyst,timestamp
CASE-2025-0092,Opened investigation for ALERT-2025-00929. Customer NovaBit Exchange LLC flagged for Rapid Movement. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-03-11 14:01:25
CASE-2025-0092,"Account received $896,696.49 wire credit on 2025-02-25 and disbursed $401,066.92 across 8 outgoing wires within 48 hours. Retained balance represents only 55.3% of inflow. Pattern consistent with pass-through or layering activity.",Marie Davis,2025-03-12 12:14:20
CASE-2025-0092,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trading Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 89/100. Confirmed pass-through activity with rapid outgoing wires shortly after receipt of funds. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-03-13 15:58:23
CASE-2025-0093,Opened investigation for ALERT-2025-00932. Customer NovaBit Exchange LLC flagged for Rapid Movement. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-03-11 08:47:35
CASE-2025-0093,"Account received $896,696.49 wire credit on 2025-02-25 and disbursed $401,066.92 across 8 outgoing wires within 48 hours. Retained balance represents only 55.3% of inflow. Pattern consistent with pass-through or layering activity.",Marie Davis,2025-03-12 12:45:44
CASE-2025-0093,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Trading Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 94/100. Confirmed pass-through activity with rapid outgoing wires shortly after receipt of funds. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-03-13 16:32:35
CASE-2025-0094,Opened investigation for ALERT-2025-00941. Customer Whitman and Cole LLP flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-03-10 16:53:59
CASE-2025-0094,"Identified 5 international wire transfers totaling $216,382.42 to counterparties in Haiti, Myanmar, Russia, Syria. Haiti is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Legal Services does not provide clear business justification for this wire activity.",Olivia Brown,2025-03-11 16:23:46
CASE-2025-0094,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Legal Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 90/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-03-12 10:37:31
CASE-2025-0095,Opened investigation for ALERT-2025-00951. Customer Whitman and Cole LLP flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-03-13 16:46:03
CASE-2025-0095,"Identified 5 international wire transfers totaling $216,382.42 to counterparties in Haiti, Myanmar, Russia, Syria. Haiti is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Legal Services does not provide clear business justification for this wire activity.",Marie Davis,2025-03-14 09:31:16
CASE-2025-0095,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Legal Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 90/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-03-15 12:09:37
CASE-2025-0096,Opened investigation for ALERT-2025-00975. Customer Apex Cloud Consulting LLC flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-03-11 14:02:05
CASE-2025-0096,"Transaction monitoring flagged counterparty Nova Commerce Group as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $20,339.64 via Wire on 2025-03-09.",Cassian Jude,2025-03-12 17:02:19
CASE-2025-0096,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Consulting Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 86/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-03-13 14:17:15
CASE-2025-0097,Opened investigation for ALERT-2025-00977. Customer Apex Cloud Consulting LLC flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-03-11 16:30:14
CASE-2025-0097,"Transaction monitoring flagged counterparty Nova Commerce Group as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $68,898.32 via Wire on 2025-03-05.",Hannah Louise,2025-03-12 11:36:12
CASE-2025-0097,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Consulting Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 81/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-03-13 16:01:50
CASE-2025-0098,Opened investigation for ALERT-2025-00979. Customer Apex Cloud Consulting LLC flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-03-13 10:01:42
CASE-2025-0098,"Transaction monitoring flagged counterparty Eastern Star Holdings as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $82,988.64 via Wire on 2025-03-08.",Cassian Jude,2025-03-14 14:44:45
CASE-2025-0098,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Consulting Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 78/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-03-15 08:01:07
CASE-2025-0099,Opened investigation for ALERT-2025-00988. Customer Apex Cloud Consulting LLC flagged for Structuring. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-03-13 12:57:10
CASE-2025-0099,"Reviewed 90-day transaction history. Customer conducted 1 cash deposits totaling $9,897.22 between 2025-03-02 and 2025-03-02. Each deposit ranged from $9,897.22 to $9,897.22, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Hannah Louise,2025-03-14 13:52:50
CASE-2025-0099,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Consulting Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-03-15 08:54:23
CASE-2025-0100,Opened investigation for ALERT-2025-00998. Customer Apex Cloud Consulting LLC flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-03-13 11:59:45
CASE-2025-0100,"Identified 2 international wire transfers totaling $152,491.21 to counterparties in Iran, Russia. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Information Technology does not provide clear business justification for this wire activity.",Hannah Louise,2025-03-14 09:28:09
CASE-2025-0100,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Medium risk with Standard due diligence. Source of funds documented as Consulting Fees. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-03-15 11:09:11
CASE-2025-0101,Opened investigation for ALERT-2025-00007. Customer John Mitchell flagged for Structuring. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-01-07 15:04:50
CASE-2025-0101,"Reviewed 90-day transaction history. Customer conducted 11 cash deposits totaling $99,200.55 between 2025-01-01 and 2025-01-04. Each deposit ranged from $8,552.53 to $9,712.06, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Hannah Louise,2025-01-08 10:15:25
CASE-2025-0101,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 78/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-01-09 11:51:07
CASE-2025-0102,Opened investigation for ALERT-2025-00018. Customer John Mitchell flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-06 14:54:14
CASE-2025-0102,"Identified 1 international wire transfers totaling $58,163.82 to counterparties in Iran. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Real Estate Developer does not provide clear business justification for this wire activity.",Olivia Brown,2025-01-07 11:05:20
CASE-2025-0102,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 85/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-08 17:14:32
CASE-2025-0103,Opened investigation for ALERT-2025-00027. Customer John Mitchell flagged for Structuring. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-01-08 08:43:23
CASE-2025-0103,"Reviewed 90-day transaction history. Customer conducted 12 cash deposits totaling $108,086.04 between 2025-01-01 and 2025-01-06. Each deposit ranged from $8,552.53 to $9,712.06, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Marie Davis,2025-01-09 15:29:40
CASE-2025-0103,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 78/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-01-10 13:09:51
CASE-2025-0104,Opened investigation for ALERT-2025-00028. Customer John Mitchell flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-01-07 13:36:23
CASE-2025-0104,"Customer deposited $36,913.11 in cash over 1 transactions this month. This significantly exceeds stated monthly income of approximately $37,500.00. No clear business justification documented in KYC file.",Hannah Louise,2025-01-08 11:25:04
CASE-2025-0104,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 89/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-01-09 14:18:16
CASE-2025-0105,Opened investigation for ALERT-2025-00032. Customer John Mitchell flagged for Structuring. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-01-07 12:10:05
CASE-2025-0105,"Reviewed 90-day transaction history. Customer conducted 12 cash deposits totaling $108,086.04 between 2025-01-01 and 2025-01-06. Each deposit ranged from $8,552.53 to $9,712.06, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Marie Davis,2025-01-08 08:10:37
CASE-2025-0105,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 88/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-01-09 10:50:03
CASE-2025-0106,Opened investigation for ALERT-2025-00036. Customer John Mitchell flagged for Structuring. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-01-07 13:23:03
CASE-2025-0106,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $117,696.84 between 2025-01-01 and 2025-01-07. Each deposit ranged from $8,552.53 to $9,712.06, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Hannah Louise,2025-01-08 15:05:03
CASE-2025-0106,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 90/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-01-09 11:29:42
CASE-2025-0107,Opened investigation for ALERT-2025-00040. Customer John Mitchell flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-11 08:23:46
CASE-2025-0107,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $117,696.84 between 2025-01-01 and 2025-01-07. Each deposit ranged from $8,552.53 to $9,712.06, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-01-12 10:02:25
CASE-2025-0107,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 93/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-13 15:01:35
CASE-2025-0108,Opened investigation for ALERT-2025-00056. Customer John Mitchell flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-09 16:23:18
CASE-2025-0108,"Customer deposited $78,814.96 in cash over 2 transactions this month. This significantly exceeds stated monthly income of approximately $37,500.00. No clear business justification documented in KYC file.",Olivia Brown,2025-01-10 10:21:36
CASE-2025-0108,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 81/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-11 13:16:49
CASE-2025-0109,Opened investigation for ALERT-2025-00066. Customer John Mitchell flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-13 12:42:46
CASE-2025-0109,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $117,696.84 between 2025-01-01 and 2025-01-07. Each deposit ranged from $8,552.53 to $9,712.06, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-01-14 10:05:19
CASE-2025-0109,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-15 15:39:44
CASE-2025-0110,Opened investigation for ALERT-2025-00067. Customer John Mitchell flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-12 17:10:31
CASE-2025-0110,"Customer deposited $99,226.20 in cash over 3 transactions this month. This significantly exceeds stated monthly income of approximately $37,500.00. No clear business justification documented in KYC file.",Olivia Brown,2025-01-13 08:40:22
CASE-2025-0110,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 82/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-14 16:50:39
CASE-2025-0111,Opened investigation for ALERT-2025-00070. Customer John Mitchell flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-13 10:43:29
CASE-2025-0111,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $117,696.84 between 2025-01-01 and 2025-01-07. Each deposit ranged from $8,552.53 to $9,712.06, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-01-14 09:40:33
CASE-2025-0111,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Real Estate Sales. Observed activity appears inconsistent with documented profile. Risk score assessed at 100/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-15 10:51:48
CASE-2025-0112,Opened investigation for ALERT-2025-00083. Customer Sarah Kaplan flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-13 09:51:39
CASE-2025-0112,"Reviewed 90-day transaction history. Customer conducted 9 cash deposits totaling $81,805.31 between 2025-01-03 and 2025-01-12. Each deposit ranged from $8,574.02 to $9,747.84, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-01-14 12:54:11
CASE-2025-0112,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 86/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-15 12:41:24
CASE-2025-0113,Opened investigation for ALERT-2025-00089. Customer Sarah Kaplan flagged for Structuring. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-01-15 14:50:51
CASE-2025-0113,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $118,082.30 between 2025-01-03 and 2025-01-14. Each deposit ranged from $8,574.02 to $9,747.84, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Marie Davis,2025-01-16 13:49:44
CASE-2025-0113,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 100/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-01-17 11:00:07
CASE-2025-0114,Opened investigation for ALERT-2025-00090. Customer Sarah Kaplan flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-01-17 11:54:39
CASE-2025-0114,"Customer deposited $103,214.26 in cash over 3 transactions this month. This significantly exceeds stated monthly income of approximately $23,333.33. No clear business justification documented in KYC file.",Cassian Jude,2025-01-18 12:25:16
CASE-2025-0114,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 80/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-01-19 08:37:58
CASE-2025-0115,Opened investigation for ALERT-2025-00092. Customer Sarah Kaplan flagged for Structuring. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-01-18 11:04:25
CASE-2025-0115,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $118,082.30 between 2025-01-03 and 2025-01-14. Each deposit ranged from $8,574.02 to $9,747.84, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Hannah Louise,2025-01-19 15:07:15
CASE-2025-0115,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 78/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-01-20 15:55:04
CASE-2025-0116,Opened investigation for ALERT-2025-00117. Customer Sarah Kaplan flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-16 09:06:20
CASE-2025-0116,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $118,082.30 between 2025-01-03 and 2025-01-14. Each deposit ranged from $8,574.02 to $9,747.84, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-01-17 12:29:33
CASE-2025-0116,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 87/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-18 17:12:50
CASE-2025-0117,Opened investigation for ALERT-2025-00125. Customer Sarah Kaplan flagged for Cash Intensive. Pulling transaction history and KYC documentation for review.,Marie Davis,2025-01-19 17:52:08
CASE-2025-0117,"Customer deposited $103,214.26 in cash over 3 transactions this month. This significantly exceeds stated monthly income of approximately $23,333.33. No clear business justification documented in KYC file.",Marie Davis,2025-01-20 11:25:52
CASE-2025-0117,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 90/100. Confirmed cash activity materially exceeds expected volumes and stated revenue profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Marie Davis,2025-01-21 09:27:45
CASE-2025-0118,Opened investigation for ALERT-2025-00138. Customer Sarah Kaplan flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-01-18 11:22:14
CASE-2025-0118,"Transaction monitoring flagged counterparty Kaveh Mohammadi as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $92,474.60 via Wire on 2025-01-14.",Hannah Louise,2025-01-19 09:15:45
CASE-2025-0118,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 73/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-01-20 12:54:41
CASE-2025-0119,Opened investigation for ALERT-2025-00144. Customer Sarah Kaplan flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-22 16:41:44
CASE-2025-0119,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $118,082.30 between 2025-01-03 and 2025-01-14. Each deposit ranged from $8,574.02 to $9,747.84, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-01-23 08:34:47
CASE-2025-0119,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 75/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-24 09:00:05
CASE-2025-0120,Opened investigation for ALERT-2025-00147. Customer Sarah Kaplan flagged for Structuring. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-01-22 15:09:53
CASE-2025-0120,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $118,082.30 between 2025-01-03 and 2025-01-14. Each deposit ranged from $8,574.02 to $9,747.84, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Hannah Louise,2025-01-23 17:07:40
CASE-2025-0120,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 100/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-01-24 10:44:46
CASE-2025-0121,Opened investigation for ALERT-2025-00157. Customer Sarah Kaplan flagged for Structuring. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-19 16:02:59
CASE-2025-0121,"Reviewed 90-day transaction history. Customer conducted 13 cash deposits totaling $118,082.30 between 2025-01-03 and 2025-01-14. Each deposit ranged from $8,574.02 to $9,747.84, all structured below the $10,000 CTR reporting threshold. Pattern is consistent with intentional structuring.",Olivia Brown,2025-01-20 08:38:06
CASE-2025-0121,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as High risk with Enhanced due diligence. Source of funds documented as Retail Business Income. Observed activity appears inconsistent with documented profile. Risk score assessed at 93/100. Confirmed repeated below-threshold cash deposits with no documented legitimate explanation. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-21 14:49:35
CASE-2025-0122,Opened investigation for ALERT-2025-00166. Customer Richard Ellis flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-20 12:36:32
CASE-2025-0122,"Identified 8 international wire transfers totaling $452,439.85 to counterparties in Myanmar, Syria, Yemen. Myanmar is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Retired Government Official does not provide clear business justification for this wire activity.",Olivia Brown,2025-01-21 10:28:01
CASE-2025-0122,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Pension and Investments. Observed activity appears inconsistent with documented profile. Customer is flagged as a Politically Exposed Person which elevates the risk of this activity. Risk score assessed at 90/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-22 08:11:28
CASE-2025-0123,Opened investigation for ALERT-2025-00173. Customer Richard Ellis flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Olivia Brown,2025-01-22 09:40:56
CASE-2025-0123,"Identified 8 international wire transfers totaling $452,439.85 to counterparties in Myanmar, Syria, Yemen. Myanmar is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Retired Government Official does not provide clear business justification for this wire activity.",Olivia Brown,2025-01-23 16:14:00
CASE-2025-0123,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Pension and Investments. Observed activity appears inconsistent with documented profile. Customer is flagged as a Politically Exposed Person which elevates the risk of this activity. Risk score assessed at 88/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Olivia Brown,2025-01-24 17:30:29
CASE-2025-0124,Opened investigation for ALERT-2025-00179. Customer Richard Ellis flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Cassian Jude,2025-01-22 17:29:13
CASE-2025-0124,"Transaction monitoring flagged counterparty Nova Commerce Group as a potential OFAC watchlist match. Initiated enhanced screening review. Transaction amount: $44,956.69 via Wire on 2025-01-12.",Cassian Jude,2025-01-23 16:09:21
CASE-2025-0124,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Pension and Investments. Observed activity appears inconsistent with documented profile. Customer is flagged as a Politically Exposed Person which elevates the risk of this activity. Risk score assessed at 95/100. Confirmed unresolved counterparty screening concern requiring SAR consideration. Proceeding with SAR recommendation or enhanced review based on case disposition.,Cassian Jude,2025-01-24 16:02:20
CASE-2025-0125,Opened investigation for ALERT-2025-00180. Customer Richard Ellis flagged for High Risk Country. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-01-23 15:04:42
CASE-2025-0125,"Identified 10 international wire transfers totaling $592,925.52 to counterparties in Iran, Myanmar, Russia, Syria, Yemen. Iran is treated as a high-risk jurisdiction for enhanced monitoring purposes. Customer's stated occupation as Retired Government Official does not provide clear business justification for this wire activity.",Hannah Louise,2025-01-24 17:42:09
CASE-2025-0125,Received case from L1 monitoring queue. Reviewed KYC on file; customer classified as Very High risk with Enhanced due diligence. Source of funds documented as Pension and Investments. Observed activity appears inconsistent with documented profile. Customer is flagged as a Politically Exposed Person which elevates the risk of this activity. Risk score assessed at 92/100. Confirmed wire activity involving high-risk jurisdictions inconsistent with the customer profile. Proceeding with SAR recommendation or enhanced review based on case disposition.,Hannah Louise,2025-01-25 15:14:57
CASE-2025-0126,Opened investigation for ALERT-2025-00205. Customer Richard Ellis flagged for Watchlist Hit. Pulling transaction history and KYC documentation for review.,Hannah Louise,2025-01-23 12:01:47
