alert_id,customer_id,account_id,scenario,priority,alert_status,assigned_to,team,amount,risk_score,sla_days,created_at,sla_due_date,disposition,closed_at
ALERT-2025-00316,CUST-0004,ACC-0012,High Risk Country,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,76744.50,55,7,2025-06-12,2025-06-19,False Positive,2025-06-13
ALERT-2025-00317,CUST-0004,ACC-0010,High Risk Country,Medium,Not Started,Arjun Sharma,T1 Monitoring,70046.60,58,223,2025-06-08,2026-01-17,,
ALERT-2025-00318,CUST-0004,ACC-0010,Watchlist Hit,High,Escalated - L2,Hannah Louise,T2 Investigations,30610.15,89,347,2025-05-11,2026-04-23,,
ALERT-2025-00319,CUST-0004,ACC-0012,High Risk Country,Medium,In Progress,Vikram Sinha,T1 Monitoring,67912.72,41,221,2025-06-21,2026-01-28,,
ALERT-2025-00320,CUST-0004,ACC-0010,High Risk Country,Medium,In Progress,Priya Nair,T1 Monitoring,59076.20,60,261,2025-05-02,2026-01-18,,
ALERT-2025-00321,CUST-0005,ACC-0015,Rapid Movement,Medium,In Progress,Arjun Sharma,T1 Monitoring,37405.77,42,240,2025-05-16,2026-01-11,,
ALERT-2025-00322,CUST-0005,ACC-0013,Structuring,Medium,In Progress,Neha Iyer,T1 Monitoring,9390.30,61,224,2025-07-30,2026-03-11,,
ALERT-2025-00323,CUST-0005,ACC-0013,Cash Intensive,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,41386.51,17,15,2025-06-16,2025-07-01,False Positive,2025-06-23
ALERT-2025-00324,CUST-0005,ACC-0014,Structuring,High,Escalated - L2,Cassian Jude,T2 Investigations,8726.97,90,351,2025-01-29,2026-01-15,,
ALERT-2025-00325,CUST-0005,ACC-0013,Structuring,Medium,In Progress,Rohit Mehta,T1 Monitoring,8644.37,50,215,2025-08-10,2026-03-13,,
ALERT-2025-00326,CUST-0005,ACC-0014,Cash Intensive,Medium,In Progress,Rohit Mehta,T1 Monitoring,19445.20,52,210,2025-06-29,2026-01-25,,
ALERT-2025-00327,CUST-0005,ACC-0015,Watchlist Hit,High,Escalated - L2,Hannah Louise,T2 Investigations,32176.35,97,349,2025-05-12,2026-04-26,,
ALERT-2025-00328,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,9711.06,27,15,2025-06-16,2025-07-01,False Positive,2025-06-16
ALERT-2025-00329,CUST-0005,ACC-0013,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,8644.36,24,15,2025-06-17,2025-07-02,False Positive,2025-07-01
ALERT-2025-00330,CUST-0005,ACC-0014,Structuring,Medium,Not Started,Vikram Sinha,T1 Monitoring,9230.01,66,226,2025-09-16,2026-04-30,,
ALERT-2025-00331,CUST-0005,ACC-0013,Structuring,Medium,In Progress,Rohit Mehta,T1 Monitoring,9031.28,69,248,2025-05-10,2026-01-13,,
ALERT-2025-00332,CUST-0005,ACC-0013,Rapid Movement,Medium,In Progress,Rohit Mehta,T1 Monitoring,73860.54,66,210,2025-09-30,2026-04-28,,
ALERT-2025-00333,CUST-0005,ACC-0013,Watchlist Hit,High,In Progress,Priya Nair,T1 Monitoring,14378.16,84,226,2025-05-31,2026-01-12,,
ALERT-2025-00334,CUST-0005,ACC-0013,Cash Intensive,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,21316.08,39,15,2025-06-18,2025-07-03,False Positive,2025-06-26
ALERT-2025-00335,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9123.96,21,15,2025-06-18,2025-07-03,False Positive,2025-07-01
ALERT-2025-00336,CUST-0005,ACC-0013,Structuring,Medium,In Progress,Priya Nair,T1 Monitoring,9661.91,59,150,2025-05-10,2025-10-10,,
ALERT-2025-00337,CUST-0005,ACC-0014,Structuring,Medium,In Progress,Vikram Sinha,T1 Monitoring,9280.86,47,233,2025-09-10,2026-05-01,,
ALERT-2025-00338,CUST-0005,ACC-0014,Cash Intensive,Low,Closed — False Positive,Priya Nair,T1 Monitoring,24649.69,20,15,2025-06-19,2025-07-04,False Positive,2025-06-25
ALERT-2025-00339,CUST-0005,ACC-0013,Structuring,High,Escalated - L2,Hannah Louise,T2 Investigations,8880.15,100,405,2024-12-17,2026-01-26,,
ALERT-2025-00340,CUST-0005,ACC-0015,Watchlist Hit,High,Escalated - SAR,Hannah Louise,T2 Investigations,12728.40,80,372,2025-04-29,2026-05-06,,
ALERT-2025-00341,CUST-0005,ACC-0013,Cash Intensive,Medium,In Progress,Neha Iyer,T1 Monitoring,24543.17,41,214,2025-06-15,2026-01-15,,
ALERT-2025-00342,CUST-0005,ACC-0014,Cash Intensive,Medium,Not Started,Priya Nair,T1 Monitoring,38458.04,65,213,2025-10-28,2026-05-29,,
ALERT-2025-00343,CUST-0005,ACC-0013,Watchlist Hit,High,In Progress,Rohit Mehta,T1 Monitoring,58105.86,84,216,2025-06-14,2026-01-16,,
ALERT-2025-00344,CUST-0005,ACC-0014,Structuring,Medium,Unassigned,,,8800.94,55,229,2025-05-27,2026-01-11,,
ALERT-2025-00345,CUST-0005,ACC-0013,Structuring,Medium,Not Started,Arjun Sharma,T1 Monitoring,8745.46,55,234,2025-08-06,2026-03-28,,
ALERT-2025-00346,CUST-0005,ACC-0015,Rapid Movement,Low,Closed — False Positive,Robert Wright,T1 Monitoring,83646.44,25,15,2025-06-22,2025-07-07,False Positive,2025-07-02
ALERT-2025-00347,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9825.67,22,15,2025-06-23,2025-07-08,False Positive,2025-07-02
ALERT-2025-00348,CUST-0005,ACC-0013,Cash Intensive,Low,Closed — False Positive,Robert Wright,T1 Monitoring,29435.72,19,15,2025-06-23,2025-07-08,False Positive,2025-06-27
ALERT-2025-00349,CUST-0005,ACC-0014,Cash Intensive,Medium,In Progress,Robert Wright,T1 Monitoring,20018.99,49,207,2025-07-14,2026-02-06,,
ALERT-2025-00350,CUST-0005,ACC-0013,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9518.51,19,15,2025-06-23,2025-07-08,False Positive,2025-07-07
ALERT-2025-00351,CUST-0005,ACC-0014,Structuring,Medium,In Progress,Priya Nair,T1 Monitoring,8569.54,44,213,2025-06-13,2026-01-12,,
ALERT-2025-00352,CUST-0005,ACC-0013,Cash Intensive,High,Escalated - L2,Olivia Brown,T2 Investigations,33999.43,77,383,2025-04-30,2026-05-18,,
ALERT-2025-00353,CUST-0005,ACC-0014,Cash Intensive,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,32349.39,17,15,2025-06-24,2025-07-09,False Positive,2025-07-03
ALERT-2025-00354,CUST-0005,ACC-0013,Structuring,Medium,In Progress,Neha Iyer,T1 Monitoring,9205.83,64,203,2025-06-21,2026-01-10,,
ALERT-2025-00355,CUST-0005,ACC-0013,Rapid Movement,Medium,In Progress,Neha Iyer,T1 Monitoring,75745.34,51,272,2025-05-03,2026-01-30,,
ALERT-2025-00356,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,9194.29,34,15,2025-06-25,2025-07-10,False Positive,2025-07-05
ALERT-2025-00357,CUST-0005,ACC-0013,Structuring,High,Completed,Priya Nair,T1 Monitoring,9623.86,96,358,2025-01-31,2026-01-24,Resolved,2026-01-12
ALERT-2025-00358,CUST-0005,ACC-0014,Structuring,Medium,In Progress,Priya Nair,T1 Monitoring,8656.67,58,202,2025-10-26,2026-05-16,,
ALERT-2025-00359,CUST-0005,ACC-0013,Cash Intensive,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,34810.70,22,15,2025-06-25,2025-07-10,False Positive,2025-06-28
ALERT-2025-00360,CUST-0005,ACC-0013,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,8815.50,20,15,2025-06-26,2025-07-11,False Positive,2025-07-10
ALERT-2025-00361,CUST-0005,ACC-0014,Cash Intensive,High,Escalated - SAR,Marie Davis,T2 Investigations,21129.67,87,348,2025-03-02,2026-02-13,,
ALERT-2025-00362,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,9341.20,28,15,2025-06-26,2025-07-11,False Positive,2025-06-29
ALERT-2025-00363,CUST-0005,ACC-0013,Structuring,High,Escalated - SAR,Olivia Brown,T2 Investigations,9794.60,92,344,2025-03-19,2026-02-26,,
ALERT-2025-00364,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,8940.13,36,15,2025-06-27,2025-07-12,False Positive,2025-07-03
ALERT-2025-00365,CUST-0005,ACC-0013,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,8561.12,19,15,2025-06-27,2025-07-12,False Positive,2025-07-10
ALERT-2025-00366,CUST-0005,ACC-0013,Cash Intensive,Medium,Unassigned,,,36117.24,53,274,2025-05-21,2026-02-19,,
ALERT-2025-00367,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9463.30,24,15,2025-06-28,2025-07-13,False Positive,2025-07-01
ALERT-2025-00368,CUST-0005,ACC-0014,Cash Intensive,Medium,Not Started,Arjun Sharma,T1 Monitoring,33212.07,59,221,2025-07-02,2026-02-08,,
ALERT-2025-00369,CUST-0005,ACC-0013,Cash Intensive,Low,Closed — False Positive,Priya Nair,T1 Monitoring,32375.91,19,15,2025-06-28,2025-07-13,False Positive,2025-07-11
ALERT-2025-00370,CUST-0005,ACC-0013,Structuring,Medium,Not Started,Priya Nair,T1 Monitoring,9240.22,58,200,2025-06-29,2026-01-15,,
ALERT-2025-00371,CUST-0005,ACC-0014,Structuring,Medium,In Progress,Arjun Sharma,T1 Monitoring,9760.53,63,213,2025-10-21,2026-05-22,,
ALERT-2025-00372,CUST-0005,ACC-0014,Cash Intensive,Low,Closed — False Positive,Priya Nair,T1 Monitoring,27303.93,17,15,2025-06-29,2025-07-14,False Positive,2025-06-29
ALERT-2025-00373,CUST-0005,ACC-0013,Cash Intensive,High,Escalated - SAR,Cassian Jude,T2 Investigations,24344.82,97,409,2024-12-02,2026-01-15,,
ALERT-2025-00374,CUST-0005,ACC-0013,Structuring,High,Completed,Vikram Sinha,T1 Monitoring,9049.92,70,402,2025-02-01,2026-03-10,Resolved,2026-02-20
ALERT-2025-00375,CUST-0005,ACC-0014,Cash Intensive,High,Escalated - SAR,Hannah Louise,T2 Investigations,33026.21,93,421,2024-12-21,2026-02-15,,
ALERT-2025-00376,CUST-0005,ACC-0015,Rapid Movement,High,Completed,Vikram Sinha,T1 Monitoring,286668.62,90,390,2025-02-02,2026-02-27,Resolved,2026-02-07
ALERT-2025-00377,CUST-0005,ACC-0013,Cash Intensive,Low,Closed — False Positive,Priya Nair,T1 Monitoring,20896.88,15,15,2025-06-29,2025-07-14,False Positive,2025-07-02
ALERT-2025-00378,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,8826.99,36,15,2025-06-29,2025-07-14,False Positive,2025-07-03
ALERT-2025-00379,CUST-0005,ACC-0014,Cash Intensive,Low,Closed — False Positive,Priya Nair,T1 Monitoring,34897.43,39,15,2025-06-30,2025-07-15,False Positive,2025-07-09
ALERT-2025-00380,CUST-0005,ACC-0013,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,8677.80,39,15,2025-06-30,2025-07-15,False Positive,2025-07-01
ALERT-2025-00381,CUST-0005,ACC-0013,Cash Intensive,Medium,In Progress,Robert Wright,T1 Monitoring,24067.14,62,273,2025-05-21,2026-02-18,,
ALERT-2025-00382,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,8601.79,21,15,2025-06-30,2025-07-15,False Positive,2025-07-02
ALERT-2025-00383,CUST-0005,ACC-0014,Cash Intensive,Medium,Not Started,Rohit Mehta,T1 Monitoring,40220.02,50,208,2025-09-20,2026-04-16,,
ALERT-2025-00384,CUST-0005,ACC-0013,Cash Intensive,Medium,In Progress,Priya Nair,T1 Monitoring,31808.53,69,203,2025-07-05,2026-01-24,,
ALERT-2025-00385,CUST-0005,ACC-0013,Structuring,Medium,In Progress,Arjun Sharma,T1 Monitoring,9383.74,48,196,2025-09-09,2026-03-24,,
ALERT-2025-00386,CUST-0005,ACC-0014,Structuring,Medium,Not Started,Robert Wright,T1 Monitoring,8833.96,44,197,2025-08-08,2026-02-21,,
ALERT-2025-00387,CUST-0005,ACC-0013,Structuring,High,Escalated - L2,Olivia Brown,T2 Investigations,9250.45,98,354,2025-02-03,2026-01-23,,
ALERT-2025-00388,CUST-0005,ACC-0014,Cash Intensive,High,Escalated - L2,Marie Davis,T2 Investigations,19314.87,85,347,2025-05-19,2026-05-01,,
ALERT-2025-00389,CUST-0005,ACC-0013,Cash Intensive,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,33735.73,39,15,2025-07-06,2025-07-21,False Positive,2025-07-18
ALERT-2025-00390,CUST-0005,ACC-0014,Cash Intensive,Medium,In Progress,Arjun Sharma,T1 Monitoring,33686.32,64,228,2025-06-01,2026-01-15,,
ALERT-2025-00391,CUST-0005,ACC-0013,Cash Intensive,Medium,Not Started,Priya Nair,T1 Monitoring,29322.47,49,265,2025-07-29,2026-04-20,,
ALERT-2025-00392,CUST-0005,ACC-0014,Cash Intensive,Low,Closed — False Positive,Priya Nair,T1 Monitoring,29966.88,25,15,2025-07-06,2025-07-21,False Positive,2025-07-09
ALERT-2025-00393,CUST-0005,ACC-0013,Cash Intensive,High,Escalated - SAR,Marie Davis,T2 Investigations,32704.82,83,370,2025-01-22,2026-01-27,,
ALERT-2025-00394,CUST-0005,ACC-0014,Cash Intensive,Medium,Not Started,Robert Wright,T1 Monitoring,29462.93,52,209,2025-10-24,2026-05-21,,
ALERT-2025-00395,CUST-0005,ACC-0014,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,8617.80,15,15,2025-07-07,2025-07-22,False Positive,2025-07-08
ALERT-2025-00396,CUST-0005,ACC-0013,Structuring,Medium,In Progress,Vikram Sinha,T1 Monitoring,9638.55,54,191,2025-08-07,2026-02-14,,
ALERT-2025-00397,CUST-0005,ACC-0014,Structuring,High,Escalated - L2,Marie Davis,T2 Investigations,9863.98,85,367,2025-01-09,2026-01-11,,
ALERT-2025-00398,CUST-0005,ACC-0013,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,9549.97,22,15,2025-07-08,2025-07-23,False Positive,2025-07-17
ALERT-2025-00399,CUST-0005,ACC-0014,Structuring,Medium,In Progress,Neha Iyer,T1 Monitoring,8582.68,59,226,2025-10-12,2026-05-26,,
ALERT-2025-00400,CUST-0005,ACC-0015,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,69863.60,62,7,2025-07-08,2025-07-15,False Positive,2025-07-08
ALERT-2025-00401,CUST-0006,ACC-0016,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,9604.74,29,15,2025-07-08,2025-07-23,False Positive,2025-07-14
ALERT-2025-00402,CUST-0006,ACC-0016,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,9207.64,31,15,2025-07-08,2025-07-23,False Positive,2025-07-17
ALERT-2025-00403,CUST-0006,ACC-0016,Structuring,Medium,In Progress,Rohit Mehta,T1 Monitoring,9268.91,58,192,2025-07-12,2026-01-20,,
ALERT-2025-00404,CUST-0006,ACC-0016,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9074.68,19,15,2025-07-10,2025-07-25,False Positive,2025-07-23
ALERT-2025-00405,CUST-0006,ACC-0016,Structuring,High,Escalated - SAR,Olivia Brown,T2 Investigations,9427.50,98,401,2025-01-29,2026-03-06,,
ALERT-2025-00406,CUST-0007,ACC-0018,High Risk Country,Medium,In Progress,Robert Wright,T1 Monitoring,32851.83,43,195,2025-06-29,2026-01-10,,
ALERT-2025-00407,CUST-0007,ACC-0018,High Risk Country,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,46574.19,54,7,2025-07-10,2025-07-17,False Positive,2025-07-16
ALERT-2025-00408,CUST-0007,ACC-0018,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,76170.36,69,7,2025-07-11,2025-07-18,False Positive,2025-07-16
ALERT-2025-00409,CUST-0007,ACC-0018,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,60591.29,55,7,2025-07-12,2025-07-19,False Positive,2025-07-13
ALERT-2025-00410,CUST-0007,ACC-0018,High Risk Country,High,Escalated - L2,Hannah Louise,T2 Investigations,43576.01,87,414,2025-04-07,2026-05-26,,
ALERT-2025-00411,CUST-0008,ACC-0020,Structuring,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,8838.67,39,15,2025-07-12,2025-07-27,False Positive,2025-07-16
ALERT-2025-00412,CUST-0008,ACC-0020,Watchlist Hit,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,12631.86,49,7,2025-07-12,2025-07-19,False Positive,2025-07-16
ALERT-2025-00413,CUST-0008,ACC-0021,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,9128.76,29,15,2025-07-12,2025-07-27,False Positive,2025-07-17
ALERT-2025-00414,CUST-0008,ACC-0020,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,76347.66,47,7,2025-07-12,2025-07-19,False Positive,2025-07-17
ALERT-2025-00415,CUST-0008,ACC-0020,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,74980.38,68,7,2025-07-12,2025-07-19,False Positive,2025-07-18
ALERT-2025-00416,CUST-0008,ACC-0020,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,80249.75,68,7,2025-07-12,2025-07-19,False Positive,2025-07-15
ALERT-2025-00417,CUST-0008,ACC-0020,High Risk Country,Medium,In Progress,Arjun Sharma,T1 Monitoring,46939.46,42,215,2025-07-13,2026-02-13,,
ALERT-2025-00418,CUST-0008,ACC-0020,Watchlist Hit,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,52829.63,48,7,2025-07-13,2025-07-20,False Positive,2025-07-16
ALERT-2025-00419,CUST-0008,ACC-0020,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,10623.24,44,7,2025-07-13,2025-07-20,False Positive,2025-07-17
ALERT-2025-00420,CUST-0008,ACC-0020,Structuring,Medium,In Progress,Neha Iyer,T1 Monitoring,9009.02,66,251,2025-09-04,2026-05-13,,
ALERT-2025-00421,CUST-0008,ACC-0021,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9010.89,27,15,2025-07-13,2025-07-28,False Positive,2025-07-24
ALERT-2025-00422,CUST-0008,ACC-0020,Structuring,Medium,Not Started,Vikram Sinha,T1 Monitoring,8828.81,61,201,2025-11-05,2026-05-25,,
ALERT-2025-00423,CUST-0008,ACC-0021,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,8559.77,33,15,2025-07-14,2025-07-29,False Positive,2025-07-19
ALERT-2025-00424,CUST-0008,ACC-0020,Structuring,High,Escalated - SAR,Olivia Brown,T2 Investigations,9252.43,97,342,2025-02-11,2026-01-19,,
ALERT-2025-00425,CUST-0008,ACC-0021,Structuring,High,Escalated - L2,Cassian Jude,T2 Investigations,9891.38,70,351,2025-02-01,2026-01-18,,
ALERT-2025-00426,CUST-0008,ACC-0020,Structuring,Medium,In Progress,Neha Iyer,T1 Monitoring,8595.75,42,236,2025-05-25,2026-01-16,,
ALERT-2025-00427,CUST-0008,ACC-0020,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,80572.10,50,7,2025-07-15,2025-07-22,False Positive,2025-07-17
ALERT-2025-00428,CUST-0008,ACC-0021,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,9075.06,33,15,2025-07-15,2025-07-30,False Positive,2025-07-26
ALERT-2025-00429,CUST-0008,ACC-0020,Watchlist Hit,High,In Progress,Priya Nair,T1 Monitoring,84209.95,74,188,2025-10-03,2026-04-09,,
ALERT-2025-00430,CUST-0008,ACC-0020,High Risk Country,Medium,In Progress,Priya Nair,T1 Monitoring,22479.62,65,188,2025-11-18,2026-05-25,,
ALERT-2025-00431,CUST-0008,ACC-0020,Watchlist Hit,High,Escalated - L2,Hannah Louise,T2 Investigations,73821.89,99,343,2025-04-25,2026-04-03,,
ALERT-2025-00432,CUST-0008,ACC-0020,High Risk Country,Medium,In Progress,Robert Wright,T1 Monitoring,46679.66,66,208,2025-08-23,2026-03-19,,
ALERT-2025-00433,CUST-0008,ACC-0020,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,40013.44,57,7,2025-07-15,2025-07-22,False Positive,2025-07-16
ALERT-2025-00434,CUST-0008,ACC-0020,Watchlist Hit,High,Escalated - L2,Olivia Brown,T2 Investigations,76761.55,80,383,2025-02-03,2026-02-21,,
ALERT-2025-00435,CUST-0008,ACC-0020,Watchlist Hit,High,Not Started,Neha Iyer,T1 Monitoring,77079.10,79,199,2025-06-29,2026-01-14,,
ALERT-2025-00436,CUST-0008,ACC-0020,Watchlist Hit,Medium,Not Started,Vikram Sinha,T1 Monitoring,11452.11,57,233,2025-05-30,2026-01-18,,
ALERT-2025-00437,CUST-0008,ACC-0020,Watchlist Hit,High,Escalated - L2,Cassian Jude,T2 Investigations,79843.28,92,352,2025-05-24,2026-05-11,,
ALERT-2025-00438,CUST-0008,ACC-0020,Watchlist Hit,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,85456.87,49,7,2025-07-16,2025-07-23,False Positive,2025-07-19
ALERT-2025-00439,CUST-0008,ACC-0020,Watchlist Hit,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,11081.49,49,7,2025-07-16,2025-07-23,False Positive,2025-07-19
ALERT-2025-00440,CUST-0008,ACC-0020,Watchlist Hit,High,Completed,Rohit Mehta,T1 Monitoring,85759.90,91,378,2025-02-07,2026-02-20,Resolved,2026-02-07
ALERT-2025-00441,CUST-0009,ACC-0022,Structuring,Medium,In Progress,Neha Iyer,T1 Monitoring,9449.49,44,186,2025-09-06,2026-03-11,,
ALERT-2025-00442,CUST-0009,ACC-0023,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9766.95,24,15,2025-07-17,2025-08-01,False Positive,2025-07-27
ALERT-2025-00443,CUST-0009,ACC-0022,Cash Intensive,Medium,Not Started,Vikram Sinha,T1 Monitoring,30956.37,64,184,2025-09-04,2026-03-07,,
ALERT-2025-00444,CUST-0009,ACC-0023,Cash Intensive,Low,Closed — False Positive,Priya Nair,T1 Monitoring,30352.21,15,15,2025-07-18,2025-08-02,False Positive,2025-07-21
ALERT-2025-00445,CUST-0009,ACC-0022,Cash Intensive,Medium,In Progress,Robert Wright,T1 Monitoring,42805.03,63,246,2025-05-12,2026-01-13,,
ALERT-2025-00446,CUST-0009,ACC-0022,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,9236.38,26,15,2025-07-18,2025-08-02,False Positive,2025-08-01
ALERT-2025-00447,CUST-0009,ACC-0023,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,8738.77,32,15,2025-07-19,2025-08-03,False Positive,2025-07-31
ALERT-2025-00448,CUST-0009,ACC-0022,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9789.88,18,15,2025-07-20,2025-08-04,False Positive,2025-08-03
ALERT-2025-00449,CUST-0009,ACC-0023,Structuring,High,Escalated - L2,Cassian Jude,T2 Investigations,8679.28,90,342,2025-03-04,2026-02-09,,
ALERT-2025-00450,CUST-0009,ACC-0022,Structuring,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,8828.06,18,15,2025-07-21,2025-08-05,False Positive,2025-07-29
ALERT-2025-00451,CUST-0009,ACC-0023,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,9493.42,27,15,2025-07-21,2025-08-05,False Positive,2025-07-23
ALERT-2025-00452,CUST-0009,ACC-0022,Structuring,High,Escalated - SAR,Marie Davis,T2 Investigations,8716.47,81,357,2025-02-11,2026-02-03,,
ALERT-2025-00453,CUST-0009,ACC-0023,Cash Intensive,High,Escalated - SAR,Olivia Brown,T2 Investigations,20791.80,85,337,2025-03-06,2026-02-06,,
ALERT-2025-00454,CUST-0009,ACC-0023,Structuring,High,Escalated - L2,Marie Davis,T2 Investigations,9084.72,85,374,2025-03-17,2026-03-26,,
ALERT-2025-00455,CUST-0009,ACC-0022,Structuring,High,Escalated - L2,Olivia Brown,T2 Investigations,9500.70,91,353,2025-03-24,2026-03-12,,
ALERT-2025-00456,CUST-0009,ACC-0023,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,8619.98,35,15,2025-07-21,2025-08-05,False Positive,2025-07-25
ALERT-2025-00457,CUST-0009,ACC-0022,Cash Intensive,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,42567.91,15,15,2025-07-22,2025-08-06,False Positive,2025-07-22
ALERT-2025-00458,CUST-0009,ACC-0022,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9880.48,33,15,2025-07-22,2025-08-06,False Positive,2025-08-05
ALERT-2025-00459,CUST-0009,ACC-0023,Structuring,Medium,In Progress,Neha Iyer,T1 Monitoring,9119.07,49,198,2025-07-16,2026-01-30,,
ALERT-2025-00460,CUST-0009,ACC-0022,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,50548.89,65,7,2025-07-23,2025-07-30,False Positive,2025-07-25
ALERT-2025-00461,CUST-0009,ACC-0022,High Risk Country,Medium,In Progress,Priya Nair,T1 Monitoring,24630.85,57,172,2025-08-18,2026-02-06,,
ALERT-2025-00462,CUST-0009,ACC-0022,High Risk Country,Medium,In Progress,Arjun Sharma,T1 Monitoring,55304.28,57,175,2025-09-22,2026-03-16,,
ALERT-2025-00463,CUST-0009,ACC-0022,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9237.81,27,15,2025-07-23,2025-08-07,False Positive,2025-08-02
ALERT-2025-00464,CUST-0009,ACC-0022,High Risk Country,High,Escalated - SAR,Cassian Jude,T2 Investigations,20117.23,86,356,2025-01-24,2026-01-15,,
ALERT-2025-00465,CUST-0009,ACC-0022,High Risk Country,Medium,Not Started,Neha Iyer,T1 Monitoring,44475.55,53,205,2025-07-06,2026-01-27,,
ALERT-2025-00466,CUST-0009,ACC-0023,Structuring,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,8677.61,33,15,2025-07-24,2025-08-08,False Positive,2025-08-06
ALERT-2025-00467,CUST-0009,ACC-0022,Structuring,Medium,In Progress,Vikram Sinha,T1 Monitoring,9667.26,66,175,2025-10-25,2026-04-18,,
ALERT-2025-00468,CUST-0009,ACC-0023,Structuring,Medium,In Progress,Vikram Sinha,T1 Monitoring,9614.01,54,150,2025-03-15,2025-08-15,,
ALERT-2025-00469,CUST-0009,ACC-0022,Structuring,Medium,Not Started,Rohit Mehta,T1 Monitoring,8914.88,57,245,2025-05-14,2026-01-14,,
ALERT-2025-00470,CUST-0009,ACC-0023,Structuring,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,9552.14,35,15,2025-07-25,2025-08-09,False Positive,2025-08-05
ALERT-2025-00471,CUST-0010,ACC-0024,Watchlist Hit,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,81690.45,59,7,2025-07-25,2025-08-01,False Positive,2025-07-25
ALERT-2025-00472,CUST-0010,ACC-0024,Watchlist Hit,High,Completed,Priya Nair,T1 Monitoring,60974.85,83,404,2025-02-09,2026-03-20,Resolved,2026-03-05
